event,pt,utc,signal_id,market_type,market_name,runner_name,entry_order_side,book_side,price,stake,liability,free_balance,fill_utc,exit_utc,pnl_proxy,pnl_status,note
PLACE,1493558529250,2017-04-30T13:22:09.250000Z,11,TOTAL_GOALS,Total Goals,2 goals or more,LAY,ATB,1.28,4.0,1.120000,999.381213,2017-04-30T13:22:28.964000Z,2017-04-30T13:22:33.832000Z,0.121212,EXIT_FOUND,placed
FILL,1493558540500,2017-04-30T13:22:20.500000Z,11,MATCH_ODDS,Match Odds,Man City,LAY,ATB,1.3,4.0,1.200000,998.261213,2017-04-30T13:22:20.471000Z,2017-04-30T13:22:25.931000Z,0.148148,EXIT_FOUND,fill_proxy
EXIT,1493558546000,2017-04-30T13:22:26Z,11,MATCH_ODDS,Match Odds,Man City,LAY,ATB,1.3,4.0,1.200000,998.261213,2017-04-30T13:22:20.471000Z,2017-04-30T13:22:25.931000Z,0.148148,EXIT_FOUND,exit_proxy
FILL,1493558549000,2017-04-30T13:22:29Z,11,TOTAL_GOALS,Total Goals,2 goals or more,LAY,ATB,1.28,4.0,1.120000,999.609361,2017-04-30T13:22:28.964000Z,2017-04-30T13:22:33.832000Z,0.121212,EXIT_FOUND,fill_proxy
EXIT,1493558554000,2017-04-30T13:22:34Z,11,TOTAL_GOALS,Total Goals,2 goals or more,LAY,ATB,1.28,4.0,1.120000,999.609361,2017-04-30T13:22:28.964000Z,2017-04-30T13:22:33.832000Z,0.121212,EXIT_FOUND,exit_proxy
FILL,1493558555000,2017-04-30T13:22:35Z,11,OVER_UNDER_15,Over/Under 1.5 Goals,Over 1.5 Goals,LAY,ATB,1.28,4.0,1.120000,1000.850573,2017-04-30T13:22:34.852000Z,2017-04-30T13:22:43.907000Z,0.179104,EXIT_FOUND,fill_proxy
EXIT,1493558564000,2017-04-30T13:22:44Z,11,OVER_UNDER_15,Over/Under 1.5 Goals,Over 1.5 Goals,LAY,ATB,1.28,4.0,1.120000,1000.850573,2017-04-30T13:22:34.852000Z,2017-04-30T13:22:43.907000Z,0.179104,EXIT_FOUND,exit_proxy
PLACE,1493558694250,2017-04-30T13:24:54.250000Z,12,MATCH_ODDS,Match Odds,Man City,LAY,ATB,1.3,4.0,1.200000,1002.149677,2017-04-30T13:25:10.108000Z,2017-04-30T13:25:10.674000Z,0.231884,EXIT_FOUND,placed
FILL,1493558710250,2017-04-30T13:25:10.250000Z,12,MATCH_ODDS,Match Odds,Man City,LAY,ATB,1.3,4.0,1.200000,1000.949677,2017-04-30T13:25:10.108000Z,2017-04-30T13:25:10.674000Z,0.231884,EXIT_FOUND,fill_proxy
EXIT,1493558710750,2017-04-30T13:25:10.750000Z,12,MATCH_ODDS,Match Odds,Man City,LAY,ATB,1.3,4.0,1.200000,1000.949677,2017-04-30T13:25:10.108000Z,2017-04-30T13:25:10.674000Z,0.231884,EXIT_FOUND,exit_proxy
PLACE,1493558780000,2017-04-30T13:26:20Z,13,OVER_UNDER_15,Over/Under 1.5 Goals,Over 1.5 Goals,LAY,ATB,1.32,4.0,1.280000,1002.381561,2017-04-30T13:26:21.198000Z,2017-04-30T13:26:22.033000Z,0.228571,EXIT_FOUND,placed
PLACE,1493558781000,2017-04-30T13:26:21Z,13,TOTAL_GOALS,Total Goals,2 goals or more,BACK,ATL,1.36,4.0,4.000000,1001.101561,2017-04-30T13:26:50.758000Z,2017-04-30T13:27:05.482000Z,0.152672,EXIT_FOUND,placed
FILL,1493558781250,2017-04-30T13:26:21.250000Z,13,OVER_UNDER_15,Over/Under 1.5 Goals,Over 1.5 Goals,LAY,ATB,1.32,4.0,1.280000,997.101561,2017-04-30T13:26:21.198000Z,2017-04-30T13:26:22.033000Z,0.228571,EXIT_FOUND,fill_proxy
PLACE,1493558781750,2017-04-30T13:26:21.750000Z,13,MATCH_ODDS,Match Odds,Man City,LAY,ATB,1.32,4.0,1.280000,997.101561,,,0.0,NO_FILL_PROXY,placed
PLACE,1493558781750,2017-04-30T13:26:21.750000Z,13,MATCH_ODDS,Match Odds,Man City,BACK,ATL,1.47,4.0,4.000000,995.821561,2017-04-30T13:26:42.826000Z,2017-04-30T13:26:54.236000Z,0.38806,EXIT_FOUND,placed
EXIT,1493558782250,2017-04-30T13:26:22.250000Z,13,OVER_UNDER_15,Over/Under 1.5 Goals,Over 1.5 Goals,LAY,ATB,1.32,4.0,1.280000,991.821561,2017-04-30T13:26:21.198000Z,2017-04-30T13:26:22.033000Z,0.228571,EXIT_FOUND,exit_proxy
PLACE,1493558782500,2017-04-30T13:26:22.500000Z,13,OVER_UNDER_25,Over/Under 2.5 Goals,Over 2.5 Goals,LAY,ATB,2,4.0,4.000000,993.330132,2017-04-30T13:26:22.606000Z,2017-04-30T13:26:24.005000Z,0.261682,EXIT_FOUND,placed
FILL,1493558782750,2017-04-30T13:26:22.750000Z,13,OVER_UNDER_25,Over/Under 2.5 Goals,Over 2.5 Goals,LAY,ATB,2,4.0,4.000000,989.330132,2017-04-30T13:26:22.606000Z,2017-04-30T13:26:24.005000Z,0.261682,EXIT_FOUND,fill_proxy
PLACE,1493558784000,2017-04-30T13:26:24Z,13,TOTAL_GOALS,Total Goals,2 goals or more,LAY,ATB,1.32,4.0,1.280000,989.330132,,,0.0,NO_FILL_PROXY,placed
EXIT,1493558784250,2017-04-30T13:26:24.250000Z,13,OVER_UNDER_25,Over/Under 2.5 Goals,Over 2.5 Goals,LAY,ATB,2,4.0,4.000000,988.050132,2017-04-30T13:26:22.606000Z,2017-04-30T13:26:24.005000Z,0.261682,EXIT_FOUND,exit_proxy
FILL,1493558803000,2017-04-30T13:26:43Z,13,MATCH_ODDS,Match Odds,Man City,BACK,ATL,1.47,4.0,4.000000,992.311814,2017-04-30T13:26:42.826000Z,2017-04-30T13:26:54.236000Z,0.38806,EXIT_FOUND,fill_proxy
FILL,1493558811000,2017-04-30T13:26:51Z,13,TOTAL_GOALS,Total Goals,2 goals or more,BACK,ATL,1.36,4.0,4.000000,992.311814,2017-04-30T13:26:50.758000Z,2017-04-30T13:27:05.482000Z,0.152672,EXIT_FOUND,fill_proxy
EXIT,1493558814250,2017-04-30T13:26:54.250000Z,13,MATCH_ODDS,Match Odds,Man City,BACK,ATL,1.47,4.0,4.000000,992.311814,2017-04-30T13:26:42.826000Z,2017-04-30T13:26:54.236000Z,0.38806,EXIT_FOUND,exit_proxy
EXIT,1493558825500,2017-04-30T13:27:05.500000Z,13,TOTAL_GOALS,Total Goals,2 goals or more,BACK,ATL,1.36,4.0,4.000000,996.699874,2017-04-30T13:26:50.758000Z,2017-04-30T13:27:05.482000Z,0.152672,EXIT_FOUND,exit_proxy
PLACE,1493558845000,2017-04-30T13:27:25Z,14,OVER_UNDER_15,Over/Under 1.5 Goals,Over 1.5 Goals,LAY,ATB,1.33,4.0,1.320000,1000.852546,2017-04-30T13:27:28.973000Z,2017-04-30T13:27:29.152000Z,0.059259,EXIT_FOUND,placed
PLACE,1493558845000,2017-04-30T13:27:25Z,14,MATCH_ODDS,Match Odds,Man City,LAY,ATB,1.33,4.0,1.320000,999.532546,2017-04-30T13:27:26.616000Z,2017-04-30T13:27:27.842000Z,0.172662,EXIT_FOUND,placed
PLACE,1493558845000,2017-04-30T13:27:25Z,14,MATCH_ODDS,Match Odds,Man City,LAY,ATB,1.37,4.0,1.480000,998.212546,2017-04-30T13:27:28.464000Z,2017-04-30T13:27:29.255000Z,0.464516,EXIT_FOUND,placed
PLACE,1493558845250,2017-04-30T13:27:25.250000Z,14,OVER_UNDER_25,Over/Under 2.5 Goals,Over 2.5 Goals,LAY,ATB,2.02,4.0,4.080000,996.732546,2017-04-30T13:27:25.242000Z,2017-04-30T13:27:25.242000Z,0.259259,EXIT_FOUND,placed
FILL,1493558845500,2017-04-30T13:27:25.500000Z,14,OVER_UNDER_25,Over/Under 2.5 Goals,Over 2.5 Goals,LAY,ATB,2.02,4.0,4.080000,992.652546,2017-04-30T13:27:25.242000Z,2017-04-30T13:27:25.242000Z,0.259259,EXIT_FOUND,fill_proxy
EXIT,1493558845750,2017-04-30T13:27:25.750000Z,14,OVER_UNDER_25,Over/Under 2.5 Goals,Over 2.5 Goals,LAY,ATB,2.02,4.0,4.080000,992.652546,2017-04-30T13:27:25.242000Z,2017-04-30T13:27:25.242000Z,0.259259,EXIT_FOUND,exit_proxy
FILL,1493558846750,2017-04-30T13:27:26.750000Z,14,MATCH_ODDS,Match Odds,Man City,LAY,ATB,1.33,4.0,1.320000,996.991805,2017-04-30T13:27:26.616000Z,2017-04-30T13:27:27.842000Z,0.172662,EXIT_FOUND,fill_proxy
EXIT,1493558848000,2017-04-30T13:27:28Z,14,MATCH_ODDS,Match Odds,Man City,LAY,ATB,1.33,4.0,1.320000,996.991805,2017-04-30T13:27:26.616000Z,2017-04-30T13:27:27.842000Z,0.172662,EXIT_FOUND,exit_proxy
FILL,1493558848500,2017-04-30T13:27:28.500000Z,14,MATCH_ODDS,Match Odds,Man City,LAY,ATB,1.37,4.0,1.480000,998.484467,2017-04-30T13:27:28.464000Z,2017-04-30T13:27:29.255000Z,0.464516,EXIT_FOUND,fill_proxy
FILL,1493558849000,2017-04-30T13:27:29Z,14,OVER_UNDER_15,Over/Under 1.5 Goals,Over 1.5 Goals,LAY,ATB,1.33,4.0,1.320000,998.484467,2017-04-30T13:27:28.973000Z,2017-04-30T13:27:29.152000Z,0.059259,EXIT_FOUND,fill_proxy
EXIT,1493558849250,2017-04-30T13:27:29.250000Z,14,OVER_UNDER_15,Over/Under 1.5 Goals,Over 1.5 Goals,LAY,ATB,1.33,4.0,1.320000,998.484467,2017-04-30T13:27:28.973000Z,2017-04-30T13:27:29.152000Z,0.059259,EXIT_FOUND,exit_proxy
EXIT,1493558849500,2017-04-30T13:27:29.500000Z,14,MATCH_ODDS,Match Odds,Man City,LAY,ATB,1.37,4.0,1.480000,999.863726,2017-04-30T13:27:28.464000Z,2017-04-30T13:27:29.255000Z,0.464516,EXIT_FOUND,exit_proxy
PLACE,1493558894500,2017-04-30T13:28:14.500000Z,15,OVER_UNDER_35,Over/Under 3.5 Goals,Under 3.5 Goals,LAY,ATB,1.3,4.0,1.200000,1001.808242,2017-04-30T13:28:34.522000Z,2017-04-30T13:28:36.436000Z,0.148148,EXIT_FOUND,placed
PLACE,1493558894500,2017-04-30T13:28:14.500000Z,15,TOTAL_GOALS,Total Goals,2 goals or more,BACK,ATL,1.38,4.0,4.000000,1000.608242,2017-04-30T13:28:29.274000Z,2017-04-30T13:28:31.695000Z,0.119403,EXIT_FOUND,placed
PLACE,1493558895000,2017-04-30T13:28:15Z,15,TOTAL_GOALS,Total Goals,2 goals or more,LAY,ATB,1.34,4.0,1.360000,996.608242,,,0.0,NO_FILL_PROXY,placed
PLACE,1493558895000,2017-04-30T13:28:15Z,15,OVER_UNDER_25,Over/Under 2.5 Goals,Over 2.5 Goals,LAY,ATB,1.99,4.0,3.960000,995.248242,2017-04-30T13:28:29.779000Z,2017-04-30T13:28:32.902000Z,0.314815,EXIT_FOUND,placed
PLACE,1493558895250,2017-04-30T13:28:15.250000Z,15,FIRST_HALF_GOALS_05,First Half Goals 0.5,Over 0.5 Goals,LAY,ATB,1.78,4.0,3.120000,991.288242,,,0.0,NO_FILL_PROXY,placed
FILL,1493558909500,2017-04-30T13:28:29.500000Z,15,TOTAL_GOALS,Total Goals,2 goals or more,BACK,ATL,1.38,4.0,4.000000,988.168242,2017-04-30T13:28:29.274000Z,2017-04-30T13:28:31.695000Z,0.119403,EXIT_FOUND,fill_proxy
FILL,1493558910000,2017-04-30T13:28:30Z,15,OVER_UNDER_25,Over/Under 2.5 Goals,Over 2.5 Goals,LAY,ATB,1.99,4.0,3.960000,988.168242,2017-04-30T13:28:29.779000Z,2017-04-30T13:28:32.902000Z,0.314815,EXIT_FOUND,fill_proxy
EXIT,1493558911750,2017-04-30T13:28:31.750000Z,15,TOTAL_GOALS,Total Goals,2 goals or more,BACK,ATL,1.38,4.0,4.000000,988.168242,2017-04-30T13:28:29.274000Z,2017-04-30T13:28:31.695000Z,0.119403,EXIT_FOUND,exit_proxy
EXIT,1493558913000,2017-04-30T13:28:33Z,15,OVER_UNDER_25,Over/Under 2.5 Goals,Over 2.5 Goals,LAY,ATB,1.99,4.0,3.960000,992.287645,2017-04-30T13:28:29.779000Z,2017-04-30T13:28:32.902000Z,0.314815,EXIT_FOUND,exit_proxy
FILL,1493558914750,2017-04-30T13:28:34.750000Z,15,OVER_UNDER_35,Over/Under 3.5 Goals,Under 3.5 Goals,LAY,ATB,1.3,4.0,1.200000,996.562460,2017-04-30T13:28:34.522000Z,2017-04-30T13:28:36.436000Z,0.148148,EXIT_FOUND,fill_proxy
EXIT,1493558916500,2017-04-30T13:28:36.500000Z,15,OVER_UNDER_35,Over/Under 3.5 Goals,Under 3.5 Goals,LAY,ATB,1.3,4.0,1.200000,996.562460,2017-04-30T13:28:34.522000Z,2017-04-30T13:28:36.436000Z,0.148148,EXIT_FOUND,exit_proxy
PLACE,1493558965250,2017-04-30T13:29:25.250000Z,16,MATCH_ODDS,Match Odds,Man City,BACK,ATL,1.41,4.0,4.000000,997.910608,2017-04-30T13:29:25.071000Z,2017-04-30T13:29:31.668000Z,0.086957,EXIT_FOUND,placed
FILL,1493558965500,2017-04-30T13:29:25.500000Z,16,MATCH_ODDS,Match Odds,Man City,BACK,ATL,1.41,4.0,4.000000,993.910608,2017-04-30T13:29:25.071000Z,2017-04-30T13:29:31.668000Z,0.086957,EXIT_FOUND,fill_proxy
PLACE,1493558967250,2017-04-30T13:29:27.250000Z,16,FIRST_HALF_GOALS_05,First Half Goals 0.5,Over 0.5 Goals,LAY,ATB,1.83,4.0,3.320000,993.910608,2017-04-30T13:29:52.435000Z,2017-04-30T13:29:55.094000Z,0.321608,EXIT_FOUND,placed
PLACE,1493558967500,2017-04-30T13:29:27.500000Z,16,OVER_UNDER_15,Over/Under 1.5 Goals,Over 1.5 Goals,LAY,ATB,1.38,4.0,1.520000,990.590608,2017-04-30T13:29:30.461000Z,2017-04-30T13:29:31.155000Z,0.057143,EXIT_FOUND,placed
FILL,1493558970500,2017-04-30T13:29:30.500000Z,16,OVER_UNDER_15,Over/Under 1.5 Goals,Over 1.5 Goals,LAY,ATB,1.38,4.0,1.520000,989.070608,2017-04-30T13:29:30.461000Z,2017-04-30T13:29:31.155000Z,0.057143,EXIT_FOUND,fill_proxy
EXIT,1493558971250,2017-04-30T13:29:31.250000Z,16,OVER_UNDER_15,Over/Under 1.5 Goals,Over 1.5 Goals,LAY,ATB,1.38,4.0,1.520000,989.070608,2017-04-30T13:29:30.461000Z,2017-04-30T13:29:31.155000Z,0.057143,EXIT_FOUND,exit_proxy
EXIT,1493558971750,2017-04-30T13:29:31.750000Z,16,MATCH_ODDS,Match Odds,Man City,BACK,ATL,1.41,4.0,4.000000,990.647751,2017-04-30T13:29:25.071000Z,2017-04-30T13:29:31.668000Z,0.086957,EXIT_FOUND,exit_proxy
FILL,1493558992500,2017-04-30T13:29:52.500000Z,16,FIRST_HALF_GOALS_05,First Half Goals 0.5,Over 0.5 Goals,LAY,ATB,1.83,4.0,3.320000,994.734708,2017-04-30T13:29:52.435000Z,2017-04-30T13:29:55.094000Z,0.321608,EXIT_FOUND,fill_proxy
EXIT,1493558995250,2017-04-30T13:29:55.250000Z,16,FIRST_HALF_GOALS_05,First Half Goals 0.5,Over 0.5 Goals,LAY,ATB,1.83,4.0,3.320000,994.734708,2017-04-30T13:29:52.435000Z,2017-04-30T13:29:55.094000Z,0.321608,EXIT_FOUND,exit_proxy
PLACE,1493559041250,2017-04-30T13:30:41.250000Z,17,MATCH_ODDS,Match Odds,Man City,LAY,ATB,1.35,4.0,1.400000,998.376316,2017-04-30T13:30:41.308000Z,2017-04-30T13:30:42.022000Z,0.142857,EXIT_FOUND,placed
FILL,1493559041500,2017-04-30T13:30:41.500000Z,17,MATCH_ODDS,Match Odds,Man City,LAY,ATB,1.35,4.0,1.400000,996.976316,2017-04-30T13:30:41.308000Z,2017-04-30T13:30:42.022000Z,0.142857,EXIT_FOUND,fill_proxy
EXIT,1493559042250,2017-04-30T13:30:42.250000Z,17,MATCH_ODDS,Match Odds,Man City,LAY,ATB,1.35,4.0,1.400000,996.976316,2017-04-30T13:30:41.308000Z,2017-04-30T13:30:42.022000Z,0.142857,EXIT_FOUND,exit_proxy
PLACE,1493559043750,2017-04-30T13:30:43.750000Z,17,MATCH_ODDS,Match Odds,Man City,LAY,ATB,1.33,4.0,1.320000,998.519173,2017-04-30T13:30:58.735000Z,2017-04-30T13:31:01.975000Z,0.253521,EXIT_FOUND,placed
PLACE,1493559044500,2017-04-30T13:30:44.500000Z,17,OVER_UNDER_35,Over/Under 3.5 Goals,Under 3.5 Goals,LAY,ATB,1.29,4.0,1.160000,997.199173,2017-04-30T13:31:00.600000Z,2017-04-30T13:31:05.522000Z,0.177778,EXIT_FOUND,placed
FILL,1493559058750,2017-04-30T13:30:58.750000Z,17,MATCH_ODDS,Match Odds,Man City,LAY,ATB,1.33,4.0,1.320000,996.039173,2017-04-30T13:30:58.735000Z,2017-04-30T13:31:01.975000Z,0.253521,EXIT_FOUND,fill_proxy
FILL,1493559060750,2017-04-30T13:31:00.750000Z,17,OVER_UNDER_35,Over/Under 3.5 Goals,Under 3.5 Goals,LAY,ATB,1.29,4.0,1.160000,996.039173,2017-04-30T13:31:00.600000Z,2017-04-30T13:31:05.522000Z,0.177778,EXIT_FOUND,fill_proxy
EXIT,1493559062000,2017-04-30T13:31:02Z,17,MATCH_ODDS,Match Odds,Man City,LAY,ATB,1.33,4.0,1.320000,996.039173,2017-04-30T13:30:58.735000Z,2017-04-30T13:31:01.975000Z,0.253521,EXIT_FOUND,exit_proxy
EXIT,1493559065750,2017-04-30T13:31:05.750000Z,17,OVER_UNDER_35,Over/Under 3.5 Goals,Under 3.5 Goals,LAY,ATB,1.29,4.0,1.160000,997.612694,2017-04-30T13:31:00.600000Z,2017-04-30T13:31:05.522000Z,0.177778,EXIT_FOUND,exit_proxy
PLACE,1493559322000,2017-04-30T13:35:22Z,18,OVER_UNDER_35,Over/Under 3.5 Goals,Under 3.5 Goals,LAY,ATB,1.23,4.0,0.920000,998.950472,2017-04-30T13:35:25.855000Z,2017-04-30T13:35:42.282000Z,0.095238,EXIT_FOUND,placed
PLACE,1493559322000,2017-04-30T13:35:22Z,18,MATCH_ODDS,Match Odds,Man City,LAY,ATB,1.4,4.0,1.600000,998.030472,2017-04-30T13:35:29.604000Z,2017-04-30T13:35:29.929000Z,0.266667,EXIT_FOUND,placed
PLACE,1493559323250,2017-04-30T13:35:23.250000Z,18,OVER_UNDER_15,Over/Under 1.5 Goals,Over 1.5 Goals,LAY,ATB,1.46,4.0,1.840000,996.430472,,,0.0,NO_FILL_PROXY,placed
FILL,1493559326000,2017-04-30T13:35:26Z,18,OVER_UNDER_35,Over/Under 3.5 Goals,Under 3.5 Goals,LAY,ATB,1.23,4.0,0.920000,994.590472,2017-04-30T13:35:25.855000Z,2017-04-30T13:35:42.282000Z,0.095238,EXIT_FOUND,fill_proxy
FILL,1493559329750,2017-04-30T13:35:29.750000Z,18,MATCH_ODDS,Match Odds,Man City,LAY,ATB,1.4,4.0,1.600000,994.590472,2017-04-30T13:35:29.604000Z,2017-04-30T13:35:29.929000Z,0.266667,EXIT_FOUND,fill_proxy
EXIT,1493559330000,2017-04-30T13:35:30Z,18,MATCH_ODDS,Match Odds,Man City,LAY,ATB,1.4,4.0,1.600000,994.590472,2017-04-30T13:35:29.604000Z,2017-04-30T13:35:29.929000Z,0.266667,EXIT_FOUND,exit_proxy
EXIT,1493559342500,2017-04-30T13:35:42.500000Z,18,OVER_UNDER_35,Over/Under 3.5 Goals,Under 3.5 Goals,LAY,ATB,1.23,4.0,0.920000,996.457139,2017-04-30T13:35:25.855000Z,2017-04-30T13:35:42.282000Z,0.095238,EXIT_FOUND,exit_proxy
PLACE,1493559422000,2017-04-30T13:37:02Z,19,OVER_UNDER_15,Over/Under 1.5 Goals,Over 1.5 Goals,LAY,ATB,1.47,4.0,1.880000,997.472377,2017-04-30T13:37:09.527000Z,2017-04-30T13:37:11.471000Z,0.181818,EXIT_FOUND,placed
PLACE,1493559427750,2017-04-30T13:37:07.750000Z,19,OVER_UNDER_15,Over/Under 1.5 Goals,Over 1.5 Goals,LAY,ATB,1.49,4.0,1.960000,995.592377,,,0.0,NO_FILL_PROXY,placed
FILL,1493559429750,2017-04-30T13:37:09.750000Z,19,OVER_UNDER_15,Over/Under 1.5 Goals,Over 1.5 Goals,LAY,ATB,1.47,4.0,1.880000,993.632377,2017-04-30T13:37:09.527000Z,2017-04-30T13:37:11.471000Z,0.181818,EXIT_FOUND,fill_proxy
EXIT,1493559431500,2017-04-30T13:37:11.500000Z,19,OVER_UNDER_15,Over/Under 1.5 Goals,Over 1.5 Goals,LAY,ATB,1.47,4.0,1.880000,993.632377,2017-04-30T13:37:09.527000Z,2017-04-30T13:37:11.471000Z,0.181818,EXIT_FOUND,exit_proxy
PLACE,1493559497250,2017-04-30T13:38:17.250000Z,20,MATCH_ODDS,Match Odds,Man City,BACK,ATL,1.48,4.0,4.000000,995.694195,2017-04-30T13:38:17.541000Z,2017-04-30T13:38:17.817000Z,0.054795,EXIT_FOUND,placed
FILL,1493559497750,2017-04-30T13:38:17.750000Z,20,MATCH_ODDS,Match Odds,Man City,BACK,ATL,1.48,4.0,4.000000,991.694195,2017-04-30T13:38:17.541000Z,2017-04-30T13:38:17.817000Z,0.054795,EXIT_FOUND,fill_proxy
EXIT,1493559498000,2017-04-30T13:38:18Z,20,MATCH_ODDS,Match Odds,Man City,BACK,ATL,1.48,4.0,4.000000,991.694195,2017-04-30T13:38:17.541000Z,2017-04-30T13:38:17.817000Z,0.054795,EXIT_FOUND,exit_proxy
PLACE,1493559499000,2017-04-30T13:38:19Z,20,MATCH_ODDS,Match Odds,Man City,LAY,ATB,1.41,4.0,1.640000,995.748990,,,0.0,NO_FILL_PROXY,placed
PLACE,1493559537000,2017-04-30T13:38:57Z,21,MATCH_ODDS,Match Odds,Man City,BACK,ATL,1.6,4.0,4.000000,994.108990,2017-04-30T13:38:57.570000Z,2017-04-30T13:38:58.979000Z,0.507042,EXIT_FOUND,placed
FILL,1493559537750,2017-04-30T13:38:57.750000Z,21,MATCH_ODDS,Match Odds,Man City,BACK,ATL,1.6,4.0,4.000000,990.108990,2017-04-30T13:38:57.570000Z,2017-04-30T13:38:58.979000Z,0.507042,EXIT_FOUND,fill_proxy
EXIT,1493559539000,2017-04-30T13:38:59Z,21,MATCH_ODDS,Match Odds,Man City,BACK,ATL,1.6,4.0,4.000000,990.108990,2017-04-30T13:38:57.570000Z,2017-04-30T13:38:58.979000Z,0.507042,EXIT_FOUND,exit_proxy
PLACE,1493559539250,2017-04-30T13:38:59.250000Z,21,TOTAL_GOALS,Total Goals,2 goals or more,LAY,ATB,1.51,4.0,2.040000,994.616032,2017-04-30T13:39:27.906000Z,2017-04-30T13:39:38.384000Z,0.271605,EXIT_FOUND,placed
FILL,1493559568000,2017-04-30T13:39:28Z,21,TOTAL_GOALS,Total Goals,2 goals or more,LAY,ATB,1.51,4.0,2.040000,992.576032,2017-04-30T13:39:27.906000Z,2017-04-30T13:39:38.384000Z,0.271605,EXIT_FOUND,fill_proxy
EXIT,1493559578500,2017-04-30T13:39:38.500000Z,21,TOTAL_GOALS,Total Goals,2 goals or more,LAY,ATB,1.51,4.0,2.040000,992.576032,2017-04-30T13:39:27.906000Z,2017-04-30T13:39:38.384000Z,0.271605,EXIT_FOUND,exit_proxy
PLACE,1493559596000,2017-04-30T13:39:56Z,22,MATCH_ODDS,Match Odds,Man City,BACK,ATL,1.49,4.0,4.000000,994.887637,2017-04-30T13:39:56.058000Z,2017-04-30T13:39:56.154000Z,0.318841,EXIT_FOUND,placed
FILL,1493559596250,2017-04-30T13:39:56.250000Z,22,MATCH_ODDS,Match Odds,Man City,BACK,ATL,1.49,4.0,4.000000,990.887637,2017-04-30T13:39:56.058000Z,2017-04-30T13:39:56.154000Z,0.318841,EXIT_FOUND,fill_proxy
EXIT,1493559596500,2017-04-30T13:39:56.500000Z,22,MATCH_ODDS,Match Odds,Man City,BACK,ATL,1.49,4.0,4.000000,990.887637,2017-04-30T13:39:56.058000Z,2017-04-30T13:39:56.154000Z,0.318841,EXIT_FOUND,exit_proxy
PLACE,1493559735750,2017-04-30T13:42:15.750000Z,24,MATCH_ODDS,Match Odds,Man City,LAY,ATB,1.4,4.0,1.600000,995.206478,2017-04-30T13:42:19.656000Z,2017-04-30T13:42:21.641000Z,0.339869,EXIT_FOUND,placed
FILL,1493559739750,2017-04-30T13:42:19.750000Z,24,MATCH_ODDS,Match Odds,Man City,LAY,ATB,1.4,4.0,1.600000,993.606478,2017-04-30T13:42:19.656000Z,2017-04-30T13:42:21.641000Z,0.339869,EXIT_FOUND,fill_proxy
EXIT,1493559741750,2017-04-30T13:42:21.750000Z,24,MATCH_ODDS,Match Odds,Man City,LAY,ATB,1.4,4.0,1.600000,993.606478,2017-04-30T13:42:19.656000Z,2017-04-30T13:42:21.641000Z,0.339869,EXIT_FOUND,exit_proxy
PLACE,1493561596000,2017-04-30T14:13:16Z,26,OVER_UNDER_35,Over/Under 3.5 Goals,Under 3.5 Goals,LAY,ATB,1.24,4.0,0.960000,995.546347,,,0.0,NO_FILL_PROXY,placed
PLACE,1493561597000,2017-04-30T14:13:17Z,26,OVER_UNDER_35,Over/Under 3.5 Goals,Under 3.5 Goals,LAY,ATB,1.27,4.0,1.080000,994.586347,2017-04-30T14:13:34.464000Z,2017-04-30T14:13:40.855000Z,0.208955,EXIT_FOUND,placed
PLACE,1493561597000,2017-04-30T14:13:17Z,26,TEAM_TOTAL_GOALS,Man City Total Goals,1 goals or more,LAY,ATB,1.28,4.0,1.120000,993.506347,2017-04-30T14:13:25.051000Z,2017-04-30T14:13:31.242000Z,0.179104,EXIT_FOUND,placed
PLACE,1493561598750,2017-04-30T14:13:18.750000Z,26,OVER_UNDER_35,Over/Under 3.5 Goals,Under 3.5 Goals,LAY,ATB,1.25,4.0,1.000000,992.386347,2017-04-30T14:13:31.298000Z,2017-04-30T14:13:34.131000Z,0.240602,EXIT_FOUND,placed
FILL,1493561605250,2017-04-30T14:13:25.250000Z,26,TEAM_TOTAL_GOALS,Man City Total Goals,1 goals or more,LAY,ATB,1.28,4.0,1.120000,991.386347,2017-04-30T14:13:25.051000Z,2017-04-30T14:13:31.242000Z,0.179104,EXIT_FOUND,fill_proxy
EXIT,1493561611250,2017-04-30T14:13:31.250000Z,26,TEAM_TOTAL_GOALS,Man City Total Goals,1 goals or more,LAY,ATB,1.28,4.0,1.120000,991.386347,2017-04-30T14:13:25.051000Z,2017-04-30T14:13:31.242000Z,0.179104,EXIT_FOUND,exit_proxy
FILL,1493561611500,2017-04-30T14:13:31.500000Z,26,OVER_UNDER_35,Over/Under 3.5 Goals,Under 3.5 Goals,LAY,ATB,1.25,4.0,1.000000,992.685451,2017-04-30T14:13:31.298000Z,2017-04-30T14:13:34.131000Z,0.240602,EXIT_FOUND,fill_proxy
EXIT,1493561614250,2017-04-30T14:13:34.250000Z,26,OVER_UNDER_35,Over/Under 3.5 Goals,Under 3.5 Goals,LAY,ATB,1.25,4.0,1.000000,992.685451,2017-04-30T14:13:31.298000Z,2017-04-30T14:13:34.131000Z,0.240602,EXIT_FOUND,exit_proxy
FILL,1493561614500,2017-04-30T14:13:34.500000Z,26,OVER_UNDER_35,Over/Under 3.5 Goals,Under 3.5 Goals,LAY,ATB,1.27,4.0,1.080000,993.926053,2017-04-30T14:13:34.464000Z,2017-04-30T14:13:40.855000Z,0.208955,EXIT_FOUND,fill_proxy
